command,type_of_record,sequence_number,preamble,rank,car_number,unique_id,completed_laps,elapsed_time,last_laptime,lap_status,best_laptime,best_lap,time_behind_leader,laps_behind_leader,time_behind_prec,laps_behind_prec,overall_rank,overall_best_laptime,current_status,track_status,pit_stop_count,last_pitted_lap,start_position,laps_led
$C,U,1572876,R.I,31,26,24,12,519.0315,42.2459,T,41.9395,9,26.274,0,0.4854,0,31,41.9395,Active,G,0,0,25,0
$C,U,1835019,R.I,32,10,28,11,477.364,42.0665,T,41.9079,10,0.0,1,0.0,1,32,41.9079,Active,G,0,0,29,0
$C,U,1835020,R.I,32,10,28,12,519.5636,42.1996,T,41.9079,10,26.8061,0,0.5321,0,32,41.9079,Active,G,0,0,29,0
$C,U,2097163,R.I,33,17,32,11,478.0678,42.0016,T,42.0016,11,0.0,1,0.0,1,33,42.0016,Active,G,0,0,33,0
$C,U,2097164,R.I,33,17,32,12,520.3462,42.2784,T,42.0016,11,27.5887,0,0.7826,0,33,42.0016,Active,G,0,0,33,0
$C,U,13,R.I,1,20,0,13,534.0333,41.2758,T,40.7746,2,0.0,0,0.0,0,1,40.7746,Active,G,0,0,1,13
$C,U,65548,R.I,2,22,1,12,493.5051,41.1962,T,40.6872,3,0.0,1,0.0,1,2,40.6872,Active,G,0,0,2,0
$C,U,131084,R.I,3,12,2,12,494.6824,41.3214,T,40.7903,5,0.0,1,1.1773,0,3,40.7903,Active,G,0,0,3,0
$C,U,196620,R.I,4,1,3,12,496.1149,41.3525,T,41.0717,5,0.0,1,1.4325,0,4,41.0717,Active,G,0,0,4,0
$C,U,262156,R.I,5,18,4,12,496.882,41.1189,T,40.9646,2,0.0,1,0.7671,0,5,40.9646,Active,G,0,0,5,0
$C,U,327692,R.I,7,21,5,12,499.0214,41.2724,T,41.0124,3,0.0,1,1.3944,0,7,41.0124,Active,G,0,0,6,0
$C,U,393228,R.I,12,13,6,12,504.4619,41.8012,T,41.3772,2,0.0,1,1.8438,0,12,41.3772,Active,G,0,0,7,0
$C,U,458764,R.I,8,3,7,12,499.919,41.3875,T,41.0936,4,0.0,1,0.8976,0,8,41.0936,Active,G,0,0,8,0
$C,U,524300,R.I,9,9,8,12,500.8204,41.3798,T,41.1498,4,0.0,1,0.9014,0,9,41.1498,Active,G,0,0,9,0
$C,U,589836,R.I,6,14,9,12,497.627,41.3068,T,40.7424,2,0.0,1,0.745,0,6,40.7424,Active,G,0,0,10,0
$C,U,655372,R.I,13,4,10,12,504.7487,41.6991,T,41.2892,4,0.0,1,0.2868,0,13,41.2892,Active,G,0,0,11,0
$C,U,720908,R.I,10,98,11,12,502.0378,41.5688,T,41.0183,4,0.0,1,1.2174,0,10,41.0183,Active,G,0,0,12,0
$C,U,786444,R.I,14,19,12,12,506.5997,41.6443,T,41.4162,5,0.0,1,1.851,0,14,41.4162,Active,G,0,0,13,0
$C,U,851980,R.I,11,28,13,12,502.6181,41.5944,T,41.1959,2,0.0,1,0.5803,0,11,41.1959,Active,G,0,0,14,0
$C,U,917516,R.I,15,23,14,12,507.0084,41.731,T,41.2019,5,0.0,1,0.4087,0,15,41.2019,Active,G,0,0,15,0
$C,U,983052,R.I,17,30,15,12,508.7752,42.1649,T,41.4321,5,0.0,1,0.9037,0,17,41.4321,Active,G,0,0,16,0
$C,U,1048588,R.I,19,32,16,12,510.9397,41.8048,T,41.5829,6,0.0,1,1.7822,0,19,41.5829,Active,G,0,0,17,0
$C,U,1114124,R.I,16,6,17,12,507.8715,41.7382,T,41.5298,10,0.0,1,0.8631,0,16,41.5298,Active,G,0,0,18,0
$C,U,1179660,R.I,20,33,18,12,511.554,42.176,T,41.5836,6,0.0,1,0.6143,0,20,41.5836,Active,G,0,0,19,0
$C,U,1245196,R.I,27,59,19,12,516.915,42.15,T,42.059,9,0.0,1,1.9535,0,27,42.059,Active,G,0,0,20,0
$C,U,1310732,R.I,18,29,20,12,509.1575,41.4244,T,41.222,11,0.0,1,0.3823,0,18,41.222,Active,G,0,0,21,0
$C,U,1376268,R.I,22,88,21,12,512.7635,42.2004,T,41.7551,7,0.0,1,0.6483,0,22,41.7551,Active,G,0,0,22,0
$C,U,1441804,R.I,21,25,22,12,512.1152,42.1739,T,41.676,7,0.0,1,0.5612,0,21,41.676,Active,G,0,0,23,0
$C,U,1507340,R.I,25,24,23,12,514.4283,41.9569,T,41.8721,9,0.0,1,0.4664,0,25,41.8721,Active,G,0,0,24,0
$C,U,1572876,R.I,31,26,24,12,519.0315,42.2459,T,41.9395,9,0.0,1,0.4854,0,31,41.9395,Active,G,0,0,25,0
$C,U,1638412,R.I,24,64,25,12,513.9619,42.0656,T,41.8977,9,0.0,1,0.8322,0,24,41.8977,Active,G,0,0,26,0
$C,U,1703948,R.I,28,66,26,12,517.8065,42.2519,T,42.0682,10,0.0,1,0.8915,0,28,42.0682,Active,G,0,0,27,0
$C,U,1769484,R.I,29,7,27,12,518.4284,42.501,T,42.0595,9,0.0,1,0.6219,0,29,42.0595,Active,G,0,0,28,0
$C,U,1835020,R.I,32,10,28,12,519.5636,42.1996,T,41.9079,10,0.0,1,0.5321,0,32,41.9079,Active,G,0,0,29,0
$C,U,1900556,R.I,23,15,29,12,513.1297,42.0786,T,41.7136,8,0.0,1,0.3662,0,23,41.7136,Active,G,0,0,30,0
$C,U,1966092,R.I,30,60,30,12,518.5461,42.2688,T,41.9213,9,0.0,1,0.1177,0,30,41.9213,Active,G,0,0,31,0
$C,U,2031628,R.I,26,27,31,12,514.9615,42.1792,T,41.8279,5,0.0,1,0.5332,0,26,41.8279,Active,G,0,0,32,0
$C,U,2097164,R.I,33,17,32,12,520.3462,42.2784,T,42.0016,11,0.0,1,0.7826,0,33,42.0016,Active,G,0,0,33,0
$C,U,65549,R.I,2,22,1,13,534.8772,41.3721,T,40.6872,3,0.8439,0,0.8439,0,2,40.6872,Active,G,0,0,2,0
$C,U,131084,R.I,3,12,2,12,494.6824,41.3214,T,40.7903,5,0.0,1,0.0,1,3,40.7903,Active,G,0,0,3,0
$C,U,131085,R.I,3,12,2,13,535.8843,41.2019,T,40.7903,5,1.851,0,1.0071,0,3,40.7903,Active,G,0,0,3,0
$C,U,196620,R.I,4,1,3,12,496.1149,41.3525,T,41.0717,5,0.0,1,0.0,1,4,41.0717,Active,G,0,0,4,0
$C,U,196621,R.I,4,1,3,13,537.4104,41.2955,T,41.0717,5,3.3771,0,1.5261,0,4,41.0717,Active,G,0,0,4,0
$C,U,262156,R.I,5,18,4,12,496.882,41.1189,T,40.9646,2,0.0,1,0.0,1,5,40.9646,Active,G,0,0,5,0
$C,U,262157,R.I,5,18,4,13,538.3067,41.4247,T,40.9646,2,4.2734,0,0.8963,0,5,40.9646,Active,G,0,0,5,0
$C,U,589836,R.I,6,14,9,12,497.627,41.3068,T,40.7424,2,0.0,1,0.0,1,6,40.7424,Active,G,0,0,10,0
$C,U,589837,R.I,6,14,9,13,538.8841,41.2571,T,40.7424,2,4.8508,0,0.5774,0,6,40.7424,Active,G,0,0,10,0
$C,U,327692,R.I,7,21,5,12,499.0214,41.2724,T,41.0124,3,0.0,1,0.0,1,7,41.0124,Active,G,0,0,6,0
$C,U,327693,R.I,7,21,5,13,540.2671,41.2457,T,41.0124,3,6.2338,0,1.383,0,7,41.0124,Active,G,0,0,6,0
$C,U,458764,R.I,8,3,7,12,499.919,41.3875,T,41.0936,4,0.0,1,0.0,1,8,41.0936,Active,G,0,0,8,0
$C,U,458765,R.I,8,3,7,13,541.32,41.401,T,41.0936,4,7.2867,0,1.0529,0,8,41.0936,Active,G,0,0,8,0
$C,U,524300,R.I,9,9,8,12,500.8204,41.3798,T,41.1498,4,0.0,1,0.0,1,9,41.1498,Active,G,0,0,9,0
$C,U,524301,R.I,9,9,8,13,542.1553,41.3349,T,41.1498,4,8.122,0,0.8353,0,9,41.1498,Active,G,0,0,9,0
$C,U,720908,R.I,10,98,11,12,502.0378,41.5688,T,41.0183,4,0.0,1,0.0,1,10,41.0183,Active,G,0,0,12,0
$C,U,720909,R.I,10,98,11,13,543.4928,41.455,T,41.0183,4,9.4595,0,1.3375,0,10,41.0183,Active,G,0,0,12,0
$C,U,851980,R.I,11,28,13,12,502.6181,41.5944,T,41.1959,2,0.0,1,0.0,1,11,41.1959,Active,G,0,0,14,0
$C,U,851981,R.I,11,28,13,13,544.1649,41.5468,T,41.1959,2,10.1316,0,0.6721,0,11,41.1959,Active,G,0,0,14,0
$C,U,393228,R.I,12,13,6,12,504.4619,41.8012,T,41.3772,2,0.0,1,0.0,1,12,41.3772,Active,G,0,0,7,0
$C,U,393229,R.I,12,13,6,13,546.1237,41.6618,T,41.3772,2,12.0904,0,1.9588,0,12,41.3772,Active,G,0,0,7,0
$C,U,655373,R.I,13,4,10,13,546.4956,41.7469,T,41.2892,4,12.4623,0,0.3719,0,13,41.2892,Active,G,0,0,11,0
$C,U,786444,R.I,14,19,12,12,506.5997,41.6443,T,41.4162,5,0.0,1,0.0,1,14,41.4162,Active,G,0,0,13,0
$C,U,786445,R.I,14,19,12,13,548.2872,41.6875,T,41.4162,5,14.2539,0,1.7916,0,14,41.4162,Active,G,0,0,13,0
$C,U,917517,R.I,15,23,14,13,548.7081,41.6997,T,41.2019,5,14.6748,0,0.4209,0,15,41.2019,Active,G,0,0,15,0
$C,U,1114124,R.I,16,6,17,12,507.8715,41.7382,T,41.5298,10,0.0,1,0.0,1,16,41.5298,Active,G,0,0,18,0
$C,U,1114125,R.I,16,6,17,13,549.5827,41.7112,T,41.5298,10,15.5494,0,0.8746,0,16,41.5298,Active,G,0,0,18,0
$C,U,983052,R.I,17,30,15,12,508.7752,42.1649,T,41.4321,5,0.0,1,0.0,1,17,41.4321,Active,G,0,0,16,0
$C,U,983053,R.I,17,30,15,13,550.4688,41.6936,T,41.4321,5,16.4355,0,0.8861,0,17,41.4321,Active,G,0,0,16,0
$C,U,1310732,R.I,18,29,20,12,509.1575,41.4244,T,41.222,11,0.0,1,0.0,1,18,41.222,Active,G,0,0,21,0
$C,U,1310733,R.I,18,29,20,13,551.2031,42.0456,T,41.222,11,17.1698,0,0.7343,0,18,41.222,Active,G,0,0,21,0
$C,U,1048588,R.I,19,32,16,12,510.9397,41.8048,T,41.5829,6,0.0,1,0.0,1,19,41.5829,Active,G,0,0,17,0
$C,U,1048589,R.I,19,32,16,13,552.6609,41.7212,T,41.5829,6,18.6276,0,1.4578,0,19,41.5829,Active,G,0,0,17,0
$C,U,1179660,R.I,20,33,18,12,511.554,42.176,T,41.5836,6,0.0,1,0.0,1,20,41.5836,Active,G,0,0,19,0
$C,U,1179661,R.I,20,33,18,13,553.1974,41.6434,T,41.5836,6,19.1641,0,0.5365,0,20,41.5836,Active,G,0,0,19,0
$C,U,1441804,R.I,21,25,22,12,512.1152,42.1739,T,41.676,7,0.0,1,0.0,1,21,41.676,Active,G,0,0,23,0
$C,U,1441805,R.I,21,25,22,13,553.928,41.8128,T,41.676,7,19.8947,0,0.7306,0,21,41.676,Active,G,0,0,23,0
$C,U,1376269,R.I,22,88,21,13,554.7922,42.0287,T,41.7551,7,20.7589,0,0.8642,0,22,41.7551,Active,G,0,0,22,0
$C,U,1900556,R.I,23,15,29,12,513.1297,42.0786,T,41.7136,8,0.0,1,0.0,1,23,41.7136,Active,G,0,0,30,0
$C,U,1900557,R.I,23,15,29,13,555.1535,42.0238,T,41.7136,8,21.1202,0,0.3613,0,23,41.7136,Active,G,0,0,30,0
$C,U,1638412,R.I,24,64,25,12,513.9619,42.0656,T,41.8977,9,0.0,1,0.0,1,24,41.8977,Active,G,0,0,26,0
$C,U,1638413,R.I,24,64,25,13,556.1371,42.1752,T,41.8977,9,22.1038,0,0.9836,0,24,41.8977,Active,G,0,0,26,0
$C,U,1507341,R.I,25,24,23,13,556.6831,42.2548,T,41.8721,9,22.6498,0,0.546,0,25,41.8721,Active,G,0,0,24,0
$C,U,2031628,R.I,26,27,31,12,514.9615,42.1792,T,41.8279,5,0.0,1,0.0,1,26,41.8279,Active,G,0,0,32,0
$C,U,2031629,R.I,26,27,31,13,557.0962,42.1347,T,41.8279,5,23.0629,0,0.4131,0,26,41.8279,Active,G,0,0,32,0
$C,U,1245196,R.I,27,59,19,12,516.915,42.15,T,42.059,9,0.0,1,0.0,1,27,42.059,Active,G,0,0,20,0
$C,U,1245197,R.I,27,59,19,13,559.0754,42.1604,T,42.059,9,25.0421,0,1.9792,0,27,42.059,Active,G,0,0,20,0
$C,U,1703948,R.I,28,66,26,12,517.8065,42.2519,T,42.0682,10,0.0,1,0.0,1,28,42.0682,Active,G,0,0,27,0
$C,U,1703949,R.I,28,66,26,13,559.9217,42.1152,T,42.0682,10,25.8884,0,0.8463,0,28,42.0682,Active,G,0,0,27,0
$C,U,1769484,R.I,29,7,27,12,518.4284,42.501,T,42.0595,9,0.0,1,0.0,1,29,42.0595,Active,G,0,0,28,0
$C,U,1769485,R.I,29,7,27,13,560.6747,42.2463,T,42.0595,9,26.6414,0,0.753,0,29,42.0595,Active,G,0,0,28,0
$C,U,1966093,R.I,30,60,30,13,561.131,42.5849,T,41.9213,9,27.0977,0,0.4563,0,30,41.9213,Active,G,0,0,31,0
$C,U,1572877,R.I,31,26,24,13,561.7661,42.7346,T,41.9395,9,27.7328,0,0.6351,0,31,41.9395,Active,G,0,0,25,0
$C,U,1835020,R.I,32,10,28,12,519.5636,42.1996,T,41.9079,10,0.0,1,0.0,1,32,41.9079,Active,G,0,0,29,0
$C,U,1835021,R.I,32,10,28,13,562.1174,42.5538,T,41.9079,10,28.0841,0,0.3513,0,32,41.9079,Active,G,0,0,29,0
$C,U,2097165,R.I,33,17,32,13,562.7627,42.4165,T,42.0016,11,28.7294,0,0.6453,0,33,42.0016,Active,G,0,0,33,0
$C,U,14,R.I,1,20,0,14,575.2708,41.2375,T,40.7746,2,0.0,0,0.0,0,1,40.7746,Active,G,0,0,1,14
$C,U,65549,R.I,2,22,1,13,534.8772,41.3721,T,40.6872,3,0.0,1,0.0,1,2,40.6872,Active,G,0,0,2,0
$C,U,131085,R.I,3,12,2,13,535.8843,41.2019,T,40.7903,5,0.0,1,1.0071,0,3,40.7903,Active,G,0,0,3,0
$C,U,196621,R.I,4,1,3,13,537.4104,41.2955,T,41.0717,5,0.0,1,1.5261,0,4,41.0717,Active,G,0,0,4,0
$C,U,262157,R.I,5,18,4,13,538.3067,41.4247,T,40.9646,2,0.0,1,0.8963,0,5,40.9646,Active,G,0,0,5,0
$C,U,327693,R.I,7,21,5,13,540.2671,41.2457,T,41.0124,3,0.0,1,1.383,0,7,41.0124,Active,G,0,0,6,0
$C,U,393229,R.I,12,13,6,13,546.1237,41.6618,T,41.3772,2,0.0,1,1.9588,0,12,41.3772,Active,G,0,0,7,0
$C,U,458765,R.I,8,3,7,13,541.32,41.401,T,41.0936,4,0.0,1,1.0529,0,8,41.0936,Active,G,0,0,8,0
$C,U,524301,R.I,9,9,8,13,542.1553,41.3349,T,41.1498,4,0.0,1,0.8353,0,9,41.1498,Active,G,0,0,9,0
$C,U,589837,R.I,6,14,9,13,538.8841,41.2571,T,40.7424,2,0.0,1,0.5774,0,6,40.7424,Active,G,0,0,10,0
$C,U,655373,R.I,13,4,10,13,546.4956,41.7469,T,41.2892,4,0.0,1,0.3719,0,13,41.2892,Active,G,0,0,11,0
$C,U,720909,R.I,10,98,11,13,543.4928,41.455,T,41.0183,4,0.0,1,1.3375,0,10,41.0183,Active,G,0,0,12,0
$C,U,786445,R.I,14,19,12,13,548.2872,41.6875,T,41.4162,5,0.0,1,1.7916,0,14,41.4162,Active,G,0,0,13,0
$C,U,851981,R.I,11,28,13,13,544.1649,41.5468,T,41.1959,2,0.0,1,0.6721,0,11,41.1959,Active,G,0,0,14,0
$C,U,917517,R.I,15,23,14,13,548.7081,41.6997,T,41.2019,5,0.0,1,0.4209,0,15,41.2019,Active,G,0,0,15,0
$C,U,983053,R.I,17,30,15,13,550.4688,41.6936,T,41.4321,5,0.0,1,0.8861,0,17,41.4321,Active,G,0,0,16,0
$C,U,1048589,R.I,19,32,16,13,552.6609,41.7212,T,41.5829,6,0.0,1,1.4578,0,19,41.5829,Active,G,0,0,17,0
$C,U,1114125,R.I,16,6,17,13,549.5827,41.7112,T,41.5298,10,0.0,1,0.8746,0,16,41.5298,Active,G,0,0,18,0
$C,U,1179661,R.I,20,33,18,13,553.1974,41.6434,T,41.5836,6,0.0,1,0.5365,0,20,41.5836,Active,G,0,0,19,0
$C,U,1245197,R.I,27,59,19,13,559.0754,42.1604,T,42.059,9,0.0,1,1.9792,0,27,42.059,Active,G,0,0,20,0
$C,U,1310733,R.I,18,29,20,13,551.2031,42.0456,T,41.222,11,0.0,1,0.7343,0,18,41.222,Active,G,0,0,21,0
$C,U,1376269,R.I,22,88,21,13,554.7922,42.0287,T,41.7551,7,0.0,1,0.8642,0,22,41.7551,Active,G,0,0,22,0
$C,U,1441805,R.I,21,25,22,13,553.928,41.8128,T,41.676,7,0.0,1,0.7306,0,21,41.676,Active,G,0,0,23,0
$C,U,1507341,R.I,25,24,23,13,556.6831,42.2548,T,41.8721,9,0.0,1,0.546,0,25,41.8721,Active,G,0,0,24,0
$C,U,1572877,R.I,31,26,24,13,561.7661,42.7346,T,41.9395,9,0.0,1,0.6351,0,31,41.9395,Active,G,0,0,25,0
$C,U,1638413,R.I,24,64,25,13,556.1371,42.1752,T,41.8977,9,0.0,1,0.9836,0,24,41.8977,Active,G,0,0,26,0
$C,U,1703949,R.I,28,66,26,13,559.9217,42.1152,T,42.0682,10,0.0,1,0.8463,0,28,42.0682,Active,G,0,0,27,0
$C,U,1769485,R.I,29,7,27,13,560.6747,42.2463,T,42.0595,9,0.0,1,0.753,0,29,42.0595,Active,G,0,0,28,0
$C,U,1835021,R.I,32,10,28,13,562.1174,42.5538,T,41.9079,10,0.0,1,0.3513,0,32,41.9079,Active,G,0,0,29,0
$C,U,1900557,R.I,23,15,29,13,555.1535,42.0238,T,41.7136,8,0.0,1,0.3613,0,23,41.7136,Active,G,0,0,30,0
$C,U,1966093,R.I,30,60,30,13,561.131,42.5849,T,41.9213,9,0.0,1,0.4563,0,30,41.9213,Active,G,0,0,31,0
$C,U,2031629,R.I,26,27,31,13,557.0962,42.1347,T,41.8279,5,0.0,1,0.4131,0,26,41.8279,Active,G,0,0,32,0
$C,U,2097165,R.I,33,17,32,13,562.7627,42.4165,T,42.0016,11,0.0,1,0.6453,0,33,42.0016,Active,G,0,0,33,0
$C,U,65550,R.I,2,22,1,14,576.0214,41.1442,T,40.6872,3,0.7506,0,0.7506,0,2,40.6872,Active,G,0,0,2,0
$C,U,131085,R.I,3,12,2,13,535.8843,41.2019,T,40.7903,5,0.0,1,0.0,1,3,40.7903,Active,G,0,0,3,0
$C,U,131086,R.I,3,12,2,14,577.0588,41.1745,T,40.7903,5,1.788,0,1.0374,0,3,40.7903,Active,G,0,0,3,0
$C,U,196621,R.I,4,1,3,13,537.4104,41.2955,T,41.0717,5,0.0,1,0.0,1,4,41.0717,Active,G,0,0,4,0
$C,U,196622,R.I,4,1,3,14,578.7043,41.2939,T,41.0717,5,3.4335,0,1.6455,0,4,41.0717,Active,G,0,0,4,0
$C,U,262157,R.I,5,18,4,13,538.3067,41.4247,T,40.9646,2,0.0,1,0.0,1,5,40.9646,Active,G,0,0,5,0
$C,U,262158,R.I,5,18,4,14,579.7071,41.4004,T,40.9646,2,4.4363,0,1.0028,0,5,40.9646,Active,G,0,0,5,0
$C,U,589837,R.I,6,14,9,13,538.8841,41.2571,T,40.7424,2,0.0,1,0.0,1,6,40.7424,Active,G,0,0,10,0
$C,U,589838,R.I,6,14,9,14,580.1877,41.3036,T,40.7424,2,4.9169,0,0.4806,0,6,40.7424,Active,G,0,0,10,0
$C,U,327693,R.I,7,21,5,13,540.2671,41.2457,T,41.0124,3,0.0,1,0.0,1,7,41.0124,Active,G,0,0,6,0
$C,U,327694,R.I,7,21,5,14,581.6214,41.3543,T,41.0124,3,6.3506,0,1.4337,0,7,41.0124,Active,G,0,0,6,0
$C,U,458765,R.I,8,3,7,13,541.32,41.401,T,41.0936,4,0.0,1,0.0,1,8,41.0936,Active,G,0,0,8,0
$C,U,458766,R.I,8,3,7,14,582.6941,41.3741,T,41.0936,4,7.4233,0,1.0727,0,8,41.0936,Active,G,0,0,8,0
$C,U,524301,R.I,9,9,8,13,542.1553,41.3349,T,41.1498,4,0.0,1,0.0,1,9,41.1498,Active,G,0,0,9,0
$C,U,524302,R.I,9,9,8,14,583.625,41.4697,T,41.1498,4,8.3542,0,0.9309,0,9,41.1498,Active,G,0,0,9,0
$C,U,720909,R.I,10,98,11,13,543.4928,41.455,T,41.0183,4,0.0,1,0.0,1,10,41.0183,Active,G,0,0,12,0
$C,U,720910,R.I,10,98,11,14,585.125,41.6322,T,41.0183,4,9.8542,0,1.5,0,10,41.0183,Active,G,0,0,12,0
$C,U,851982,R.I,11,28,13,14,585.8485,41.6836,T,41.1959,2,10.5777,0,0.7235,0,11,41.1959,Active,G,0,0,14,0
$C,U,393229,R.I,12,13,6,13,546.1237,41.6618,T,41.3772,2,0.0,1,0.0,1,12,41.3772,Active,G,0,0,7,0
$C,U,393230,R.I,12,13,6,14,587.7156,41.5919,T,41.3772,2,12.4448,0,1.8671,0,12,41.3772,Active,G,0,0,7,0
$C,U,655373,R.I,13,4,10,13,546.4956,41.7469,T,41.2892,4,0.0,1,0.0,1,13,41.2892,Active,G,0,0,11,0
$C,U,655374,R.I,13,4,10,14,588.325,41.8294,T,41.2892,4,13.0542,0,0.6094,0,13,41.2892,Active,G,0,0,11,0
$C,U,786445,R.I,14,19,12,13,548.2872,41.6875,T,41.4162,5,0.0,1,0.0,1,14,41.4162,Active,G,0,0,13,0
$C,U,786446,R.I,14,19,12,14,589.9653,41.6781,T,41.4162,5,14.6945,0,1.6403,0,14,41.4162,Active,G,0,0,13,0
$C,U,917518,R.I,15,23,14,14,590.4042,41.6961,T,41.2019,5,15.1334,0,0.4389,0,15,41.2019,Active,G,0,0,15,0
$C,U,1114125,R.I,16,6,17,13,549.5827,41.7112,T,41.5298,10,0.0,1,0.0,1,16,41.5298,Active,G,0,0,18,0
$C,U,1114126,R.I,16,6,17,14,591.414,41.8313,T,41.5298,10,16.1432,0,1.0098,0,16,41.5298,Active,G,0,0,18,0
$C,U,983053,R.I,17,30,15,13,550.4688,41.6936,T,41.4321,5,0.0,1,0.0,1,17,41.4321,Active,G,0,0,16,0
$C,U,983054,R.I,17,30,15,14,592.0646,41.5958,T,41.4321,5,16.7938,0,0.6506,0,17,41.4321,Active,G,0,0,16,0
$C,U,1310734,R.I,18,29,20,14,592.7356,41.5325,T,41.222,11,17.4648,0,0.671,0,18,41.222,Active,G,0,0,21,0
$C,U,1048589,R.I,19,32,16,13,552.6609,41.7212,T,41.5829,6,0.0,1,0.0,1,19,41.5829,Active,G,0,0,17,0
$C,U,1048590,R.I,19,32,16,14,594.4579,41.797,T,41.5829,6,19.1871,0,1.7223,0,19,41.5829,Active,G,0,0,17,0
$C,U,1179661,R.I,20,33,18,13,553.1974,41.6434,T,41.5836,6,0.0,1,0.0,1,20,41.5836,Active,G,0,0,19,0
$C,U,1179662,R.I,20,33,18,14,595.1648,41.9674,T,41.5836,6,19.894,0,0.7069,0,20,41.5836,Active,G,0,0,19,0
$C,U,1441806,R.I,21,25,22,14,595.742,41.814,T,41.676,7,20.4712,0,0.5772,0,21,41.676,Active,G,0,0,23,0
$C,U,1376269,R.I,22,88,21,13,554.7922,42.0287,T,41.7551,7,0.0,1,0.0,1,22,41.7551,Active,G,0,0,22,0
$C,U,1376270,R.I,22,88,21,14,596.6801,41.8879,T,41.7551,7,21.4093,0,0.9381,0,22,41.7551,Active,G,0,0,22,0
$C,U,1900557,R.I,23,15,29,13,555.1535,42.0238,T,41.7136,8,0.0,1,0.0,1,23,41.7136,Active,G,0,0,30,0
$C,U,1900558,R.I,23,15,29,14,597.1234,41.9699,T,41.7136,8,21.8526,0,0.4433,0,23,41.7136,Active,G,0,0,30,0
$C,U,1638413,R.I,24,64,25,13,556.1371,42.1752,T,41.8977,9,0.0,1,0.0,1,24,41.8977,Active,G,0,0,26,0
$C,U,1638414,R.I,24,64,25,14,598.0985,41.9614,T,41.8977,9,22.8277,0,0.9751,0,24,41.8977,Active,G,0,0,26,0
$C,U,1507342,R.I,25,24,23,14,598.6798,41.9967,T,41.8721,9,23.409,0,0.5813,0,25,41.8721,Active,G,0,0,24,0
$C,U,2031629,R.I,26,27,31,13,557.0962,42.1347,T,41.8279,5,0.0,1,0.0,1,26,41.8279,Active,G,0,0,32,0
$C,U,2031630,R.I,26,27,31,14,599.1142,42.018,T,41.8279,5,23.8434,0,0.4344,0,26,41.8279,Active,G,0,0,32,0
$C,U,1245197,R.I,27,59,19,13,559.0754,42.1604,T,42.059,9,0.0,1,0.0,1,27,42.059,Active,G,0,0,20,0
$C,U,1245198,R.I,27,59,19,14,601.2957,42.2203,T,42.059,9,26.0249,0,2.1815,0,27,42.059,Active,G,0,0,20,0
$C,U,1703949,R.I,28,66,26,13,559.9217,42.1152,T,42.0682,10,0.0,1,0.0,1,28,42.0682,Active,G,0,0,27,0
$C,U,1703950,R.I,28,66,26,14,601.9874,42.0657,T,42.0657,14,26.7166,0,0.6917,0,28,42.0657,Active,G,0,0,27,0
$C,U,1769486,R.I,29,7,27,14,602.6797,42.005,T,42.005,14,27.4089,0,0.6923,0,29,42.005,Active,G,0,0,28,0
$C,U,1966093,R.I,30,60,30,13,561.131,42.5849,T,41.9213,9,0.0,1,0.0,1,30,41.9213,Active,G,0,0,31,0
$C,U,1966094,R.I,30,60,30,14,603.1962,42.0652,T,41.9213,9,27.9254,0,0.5165,0,30,41.9213,Active,G,0,0,31,0
$C,U,1572878,R.I,31,26,24,14,603.9547,42.1886,T,41.9395,9,28.6839,0,0.7585,0,31,41.9395,Active,G,0,0,25,0
$C,U,1835021,R.I,32,10,28,13,562.1174,42.5538,T,41.9079,10,0.0,1,0.0,1,32,41.9079,Active,G,0,0,29,0
$C,U,1835022,R.I,32,10,28,14,604.4039,42.2865,T,41.9079,10,29.1331,0,0.4492,0,32,41.9079,Active,G,0,0,29,0
$C,U,2097165,R.I,33,17,32,13,562.7627,42.4165,T,42.0016,11,0.0,1,0.0,1,33,42.0016,Active,G,0,0,33,0
$C,U,2097166,R.I,33,17,32,14,605.0637,42.301,T,42.0016,11,29.7929,0,0.6598,0,33,42.0016,Active,G,0,0,33,0
$C,U,15,R.I,1,20,0,15,616.4624,41.1916,T,40.7746,2,0.0,0,0.0,0,1,40.7746,Active,G,0,0,1,15
$C,U,65550,R.I,2,22,1,14,576.0214,41.1442,T,40.6872,3,0.0,1,0.0,1,2,40.6872,Active,G,0,0,2,0
$C,U,131086,R.I,3,12,2,14,577.0588,41.1745,T,40.7903,5,0.0,1,1.0374,0,3,40.7903,Active,G,0,0,3,0
$C,U,196622,R.I,4,1,3,14,578.7043,41.2939,T,41.0717,5,0.0,1,1.6455,0,4,41.0717,Active,G,0,0,4,0
$C,U,262158,R.I,5,18,4,14,579.7071,41.4004,T,40.9646,2,0.0,1,1.0028,0,5,40.9646,Active,G,0,0,5,0
$C,U,327694,R.I,7,21,5,14,581.6214,41.3543,T,41.0124,3,0.0,1,1.4337,0,7,41.0124,Active,G,0,0,6,0
$C,U,393230,R.I,12,13,6,14,587.7156,41.5919,T,41.3772,2,0.0,1,1.8671,0,12,41.3772,Active,G,0,0,7,0
$C,U,458766,R.I,8,3,7,14,582.6941,41.3741,T,41.0936,4,0.0,1,1.0727,0,8,41.0936,Active,G,0,0,8,0
$C,U,524302,R.I,9,9,8,14,583.625,41.4697,T,41.1498,4,0.0,1,0.9309,0,9,41.1498,Active,G,0,0,9,0
